elected,expired,dob,pageUrl,education,constituency,name,club,votes,history,party,votes/_source,history-mp,history-senate,recent-mp,recent-senate,total-mp,total-senate
09-10-2011,None,"28-06-1956, Knurów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=382,wyższe,29 Gliwice,Krystyna Szumilas,Klub Parlamentarny Platforma Obywatelska,42200,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,42200,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"31-03-1950, Chorzów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=264,wyższe,31 Katowice,Maria Nowak,Klub Parlamentarny Prawo i Sprawiedliwość,10820,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,10820,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"16-12-1955, Bytom",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=371,wyższe,31 Katowice,Wojciech Szarama,Klub Parlamentarny Prawo i Sprawiedliwość,27541,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,27541,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"02-03-1961, Pszczyna",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=404,wyższe,31 Katowice,Tomasz Tomczykiewicz,Klub Parlamentarny Platforma Obywatelska,57323,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,57323,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"23-07-1959, Wschowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=083,wyższe,39 Poznań,Waldy Dzikowski,Klub Parlamentarny Platforma Obywatelska,54647,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,54647,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"05-02-1955, Tczew",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=304,wyższe,4 Bydgoszcz,Teresa Piotrowska,Klub Parlamentarny Platforma Obywatelska,10009,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,10009,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"18-03-1974, Szczecin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=258,wyższe,41 Szczecin,Grzegorz Napieralski,Klub Poselski Sojusz Lewicy Demokratycznej,23940,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,23940,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"23-08-1954, Lubawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=244,wyższe,5 Toruń,Antoni Mężydło,Klub Parlamentarny Platforma Obywatelska,17077,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,17077,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"19-11-1959, Lublin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=201,wyższe,6 Lublin,Elżbieta Kruk,Klub Parlamentarny Prawo i Sprawiedliwość,30048,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,30048,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"27-06-1950, Batorz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=236,wyższe,6 Lublin,Gabriela Masłowska,Klub Parlamentarny Prawo i Sprawiedliwość,17777,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,17777,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"13-12-1956, Tarnogród",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=458,wyższe,7 Chełm,Stanisław Żmijan,Klub Parlamentarny Platforma Obywatelska,14202,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,14202,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"29-09-1967, Słubice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=428,wyższe,8 Zielona Góra,Bogusław Wontor,Klub Poselski Sojusz Lewicy Demokratycznej,8065,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,8065,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,2012-01-17,"23-06-1960, Gdańsk",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=336,wyższe,34 Elbląg,Sławomir Rybicki,Klub Parlamentarny Platforma Obywatelska,13644,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,13644,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,2012-06-30,"01-05-1962, Łosiniec",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=116,wyższe,15 Tarnów,Aleksander Grad,Klub Parlamentarny Platforma Obywatelska,23671,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,23671,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,2013-04-24,"19-09-1954, Rybnik",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=294,wyższe,30 Rybnik,Bolesław Grzegorz Piecha,Klub Parlamentarny Prawo i Sprawiedliwość,34520,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,34520,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,2015-01-02,"11-12-1974, Gdańsk",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=265,wyższe,25 Gdańsk,Sławomir Nowak,Poseł niezrzeszony,65629,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,65629,0:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,5,1
09-10-2011,None,"09-04-1944, Księżostany",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=457,wyższe,34 Elbląg,Stanisław Żelichowski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,6458,"poseł IX kadencji, poseł I kadencji, poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,6458,1:1:1:1:1:1:1,0:0:0:0:0:0:0:1,8,1,8,1
09-10-2011,None,"12-09-1949, Orla",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=068,wyższe,24 Białystok,Eugeniusz Czykwin,Klub Poselski Sojusz Lewicy Demokratycznej,14286,"poseł IX kadencji, poseł X kadencji, poseł I kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,14286,1:0:0:1:1:1:1,0:0:0:0:0:0:0:1,5,1,6,1
09-10-2011,None,"04-03-1963, Kraków",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=045,wyższe,13 Kraków,Barbara Bubula,Klub Parlamentarny Prawo i Sprawiedliwość,7502,poseł V kadencji,Prawo i Sprawiedliwość,7502,0:0:0:0:1:0:1,0:0:0:0:0:0:0:1,2,1,3,1
09-10-2011,None,"22-07-1966, Gdańsk",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=109,średnie ogólne,19 Warszawa,Małgorzata Gosiewska,Klub Parlamentarny Prawo i Sprawiedliwość,8129,poseł V kadencji,Prawo i Sprawiedliwość,8129,0:0:0:0:1:0:1,0:0:0:0:0:0:0:1,2,1,3,1
09-10-2011,None,"05-06-1967, Szczecin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=072,wyższe,41 Szczecin,Leszek Dobrzyński,Klub Parlamentarny Prawo i Sprawiedliwość,6107,poseł V kadencji,Prawo i Sprawiedliwość,6107,0:0:0:0:1:0:1,0:0:0:0:0:0:0:1,2,1,3,1
09-10-2011,None,"23-09-1951, Łomża",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=135,wyższe,41 Szczecin,Michał Jach,Klub Parlamentarny Prawo i Sprawiedliwość,4383,poseł V kadencji,Prawo i Sprawiedliwość,4383,0:0:0:0:1:0:1,0:0:0:0:0:0:0:1,2,1,3,1
09-10-2011,2014-12-02,"30-04-1961, Pisz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=423,wyższe,35 Olsztyn,Zbigniew Włodkowski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,8131,poseł V kadencji,Polskie Stronnictwo Ludowe,8131,0:0:0:0:1:0:1,0:0:0:0:0:0:0:1,2,1,3,1
09-10-2011,None,"29-08-1960, Wrocław",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=227,wyższe,1 Legnica,Marzena Machałek,Klub Parlamentarny Prawo i Sprawiedliwość,11812,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,11812,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"17-12-1957, Jawor",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=420,wyższe,1 Legnica,Elżbieta Witek,Klub Parlamentarny Prawo i Sprawiedliwość,9381,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,9381,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"29-08-1968, Piotrków Trybunalski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=277,wyższe,10 Piotrków Trybunalski,Artur Ostrowski,Klub Poselski Sojusz Lewicy Demokratycznej,7884,"poseł V kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,7884,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"10-04-1969, Skierniewice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=349,wyższe,10 Piotrków Trybunalski,Dariusz Seliga,Klub Parlamentarny Prawo i Sprawiedliwość,8129,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,8129,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"11-08-1960, Urzędów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=029,wyższe,11 Sieradz,Andrzej Biernat,Klub Parlamentarny Platforma Obywatelska,25721,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,25721,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"14-08-1959, Zgierz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=242,średnie zawodowe,11 Sieradz,Marek Matuszewski,Klub Parlamentarny Prawo i Sprawiedliwość,16207,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,16207,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"15-01-1960, Kutno",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=430,wyższe,11 Sieradz,Tadeusz Woźniak,Klub Parlamentarny Zjednoczona Prawica,8996,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,8996,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"20-04-1960, Myślenice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=221,wyższe,12 Kraków,Marek Łatas,Klub Parlamentarny Prawo i Sprawiedliwość,12466,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12466,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"19-11-1963, Wadowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=310,średnie zawodowe,12 Kraków,Marek Polak,Klub Parlamentarny Prawo i Sprawiedliwość,6341,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,6341,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"15-04-1963, Oświęcim",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=384,wyższe,12 Kraków,Beata Szydło,Klub Parlamentarny Prawo i Sprawiedliwość,43612,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,43612,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"04-01-1959, Krzeszowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=003,wyższe,13 Kraków,Andrzej Adamczyk,Klub Parlamentarny Prawo i Sprawiedliwość,14297,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,14297,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"29-10-1947, Polanica-Zdrój",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=088,wyższe,13 Kraków,Jerzy Fedorowicz,Klub Parlamentarny Platforma Obywatelska,28383,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,28383,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"30-10-1960, Zakopane",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=122,wyższe,14 Nowy Sącz,Andrzej Gut-Mostowy,Klub Parlamentarny Platforma Obywatelska,15345,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,15345,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"04-02-1971, Racibórz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=254,wyższe,14 Nowy Sącz,Arkadiusz Mularczyk,Klub Parlamentarny Zjednoczona Prawica,45801,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,45801,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"31-03-1960, Nowy Targ",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=286,wyższe,14 Nowy Sącz,Anna Paluch,Klub Parlamentarny Prawo i Sprawiedliwość,9764,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,9764,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"07-07-1963, Rabka",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=351,wyższe,14 Nowy Sącz,Edward Siarka,Klub Parlamentarny Zjednoczona Prawica,13264,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,13264,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"01-09-1964, Tarnów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=014,wyższe,15 Tarnów,Urszula Augustyn,Klub Parlamentarny Platforma Obywatelska,9724,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,9724,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"20-03-1950, Ropczyce",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=327,wyższe,15 Tarnów,Józef Rojek,Klub Parlamentarny Zjednoczona Prawica,15978,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,15978,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"24-06-1946, Tuchów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=425,wyższe,15 Tarnów,Michał Wojtkiewicz,Klub Parlamentarny Prawo i Sprawiedliwość,9403,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,9403,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"15-03-1963, Ciechanów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=180,wyższe,16 Płock,Robert Kołakowski,Klub Parlamentarny Prawo i Sprawiedliwość,9314,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,9314,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"24-09-1976, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=274,wyższe,16 Płock,Marek Opioła,Klub Parlamentarny Prawo i Sprawiedliwość,9545,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,9545,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"28-02-1968, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=231,wyższe,17 Radom,Mirosław Maliszewski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,9815,"poseł V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,9815,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"15-10-1963, Radom",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=432,wyższe,17 Radom,Marzena Dorota Wróbel,Posłanka niezrzeszona,11738,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,11738,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"14-04-1966, Ostrołęka",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=062,wyższe,18 Siedlce,Arkadiusz Czartoryski,Klub Parlamentarny Prawo i Sprawiedliwość,17516,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,17516,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"15-07-1956, Żabianka",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=189,wyższe,18 Siedlce,Henryk Kowalczyk,Klub Parlamentarny Prawo i Sprawiedliwość,13713,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,13713,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"20-07-1964, Kałuszyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=250,wyższe,18 Siedlce,Czesław Mroczek,Klub Parlamentarny Platforma Obywatelska,22985,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,22985,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"30-01-1970, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=113,wyższe,19 Warszawa,Artur Górski,Klub Parlamentarny Prawo i Sprawiedliwość,4762,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,4762,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"05-05-1957, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=166,wyższe,19 Warszawa,Małgorzata Kidawa-Błońska,Klub Parlamentarny Platforma Obywatelska,45027,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,45027,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"15-02-1966, Piaseczno",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=187,średnie zawodowe,19 Warszawa,Roman Jacek Kosecki,Klub Parlamentarny Platforma Obywatelska,4603,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,4603,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"26-10-1964, Biłgoraj",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=285,wyższe,19 Warszawa,Janusz Palikot,Koło Poselskie Ruch Palikota,94811,"poseł V kadencji, poseł VI kadencji",Ruch Palikota,94811,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"20-05-1959, Wałbrzych",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=252,wyższe,2 Wałbrzych,Izabela Katarzyna Mrzygłocka,Klub Parlamentarny Platforma Obywatelska,31697,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,31697,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"26-11-1961, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=124,wyższe,20 Warszawa,Andrzej Halicki,Klub Parlamentarny Platforma Obywatelska,40002,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,40002,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"19-04-1944, Stara Miłosna",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=388,wyższe,20 Warszawa,Jan Szyszko,Klub Parlamentarny Prawo i Sprawiedliwość,13636,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,13636,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"22-07-1956, Wrocław",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=092,wyższe,21 Opole,Ryszard Galla,Poseł niezrzeszony,11794,"poseł V kadencji, poseł VI kadencji",Mniejszość Niemiecka,11794,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"07-01-1979, Kluczbork",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=095,wyższe,21 Opole,Tomasz Garbowski,Klub Poselski Sojusz Lewicy Demokratycznej,6828,"poseł V kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,6828,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"21-02-1964, Wambierzyce",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=174,wyższe,21 Opole,Sławomir Kłosowski,Klub Parlamentarny Prawo i Sprawiedliwość,14165,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,14165,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"24-04-1966, Jarosław",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=107,średnie ogólne,22 Krosno,Mieczysław Golba,Klub Parlamentarny Zjednoczona Prawica,12332,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12332,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"22-09-1954, Kolbuszowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=054,wyższe,23 Rzeszów,Zbigniew Chmielowiec,Klub Parlamentarny Prawo i Sprawiedliwość,16038,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,16038,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"05-02-1964, Łańcut",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=108,wyższe,23 Rzeszów,Kazimierz Gołojuch,Klub Parlamentarny Prawo i Sprawiedliwość,12311,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12311,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"02-02-1962, Żyraków",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=249,wyższe,23 Rzeszów,Kazimierz Moskal,Klub Parlamentarny Prawo i Sprawiedliwość,14234,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,14234,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"19-01-1947, Rzeszów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=377,wyższe,23 Rzeszów,Andrzej Szlachta,Klub Parlamentarny Prawo i Sprawiedliwość,13717,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,13717,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"13-02-1959, Wysokie Mazowieckie",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=034,wyższe,24 Białystok,Jacek Bogucki,Klub Parlamentarny Prawo i Sprawiedliwość,10927,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,10927,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"13-06-1963, Zambrów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=179,wyższe,24 Białystok,Lech Kołakowski,Klub Parlamentarny Prawo i Sprawiedliwość,13502,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,13502,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"11-04-1975, Białystok",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=320,wyższe,24 Białystok,Damian Raczkowski,Klub Parlamentarny Platforma Obywatelska,10271,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,10271,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"07-06-1963, Białystok",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=407,średnie ogólne,24 Białystok,Robert Tyszkiewicz,Klub Parlamentarny Platforma Obywatelska,10465,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,10465,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"23-10-1950, Mrągowo",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=193,wyższe,25 Gdańsk,Jerzy Kozdroń,Klub Parlamentarny Platforma Obywatelska,9913,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,9913,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"31-10-1960, Sopot",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=015,wyższe,26 Gdynia,Tadeusz Aziewicz,Klub Parlamentarny Platforma Obywatelska,14013,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,14013,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"12-08-1957, Brusy",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=211,wyższe,26 Gdynia,Stanisław Lamczyk,Klub Parlamentarny Platforma Obywatelska,12664,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,12664,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"01-05-1963, Gdynia",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=350,wyższe,26 Gdynia,Jarosław Sellin,Klub Parlamentarny Prawo i Sprawiedliwość,9932,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,9932,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"09-05-1971, Bielsko-Biała",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=301,wyższe,27 Bielsko-Biała,Stanisław Pięta,Klub Parlamentarny Prawo i Sprawiedliwość,12708,"poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,12708,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
09-10-2011,None,"25-05-1950, Częstochowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=331,wyższe,28 Częstochowa,Halina Rozpondek,Klub Parlamentarny Platforma Obywatelska,23722,"poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,23722,0:0:0:0:1:1:1,0:0:0:0:0:0:0:1,4,1,4,1
